industry,organization_size,cloud_environment,endpoint_protection_type,region,data_sensitivity_level,employee_count,annual_revenue_inr,exposed_assets,internet_facing_assets,critical_vulnerabilities,high_vulnerabilities,average_patch_delay_days,mfa_coverage_percent,edr_coverage_percent,backup_success_rate_percent,immutable_backup_enabled,network_segmentation_score,phishing_failure_rate_percent,security_awareness_training_score,mean_time_to_detect_hours,mean_time_to_respond_hours,previous_security_incidents,third_party_vendor_risk_score,cloud_security_posture_score,privileged_accounts_count,encryption_coverage_percent,security_budget_inr,ransomware_incident,phishing_incident,data_breach_incident,ddos_incident,ransomware_impact_inr,phishing_impact_inr,data_breach_impact_inr,ddos_impact_inr
Healthcare,Enterprise (1000-5000),Multi-Cloud Enterprise,SentinelOne,North America,Critical (Cardholder / UPI Core),502,1653234756.11,1417,169,3,27,34.2,66.9,76.1,97.5,1,0.59,14.1,0.49,83.6,31.4,0,0.44,0.79,119,96.3,73994591.66,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,North America,Low (Public Data),8022,17129556750.53,841,108,4,17,16.5,93.5,86.1,62.6,0,0.81,12.5,0.86,26.9,132.6,1,0.32,0.91,187,51.5,297988476.71,0,0,0,1,0.0,0.0,0.0,90123399.0
Healthcare,Small (50-250),Multi-Cloud Enterprise,CrowdStrike Falcon,APAC,Moderate (Internal Confidential),8047,21377851023.13,679,181,1,15,25.2,67.1,74.6,95.2,1,0.25,26.0,0.58,19.2,53.4,1,0.4,0.78,173,68.1,823272816.42,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,Moderate (Internal Confidential),2022,4246013653.26,781,227,6,14,27.6,41.7,69.8,70.3,1,0.33,13.1,0.82,30.9,21.1,2,0.73,0.55,34,65.9,173698286.43,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,European Union (GDPR),Moderate (Internal Confidential),505,1518383524.03,1180,100,3,15,30.2,81.4,59.2,91.8,0,0.9,17.8,0.92,7.4,44.2,0,0.58,0.55,86,81.0,59102335.05,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),8020,13668022433.22,1138,120,3,16,49.8,89.0,78.2,62.0,0,0.44,35.0,0.86,26.6,75.7,0,0.37,0.36,36,84.7,561522319.12,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),On-Premises Legacy,SentinelOne,India (BFSI Regulated),High (PII + Financial KYC),199,373602200.72,257,65,1,10,23.8,53.3,89.7,69.6,0,0.48,18.7,0.71,9.9,33.1,0,0.69,0.38,157,59.2,9036094.96,0,0,0,1,0.0,0.0,0.0,1434244.34
Healthcare,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),2010,6235829667.91,815,135,5,9,30.8,58.8,59.2,67.8,0,0.7,17.8,0.4,28.0,22.7,0,0.44,0.89,43,59.0,271726668.02,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Azure Hybrid,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),1996,3725324800.12,54,11,3,15,50.0,81.0,87.6,98.6,0,0.48,28.5,0.48,11.4,26.3,0,0.25,0.91,232,63.9,154209289.23,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),1988,5469967472.47,1339,313,3,12,30.5,73.9,67.6,68.3,0,0.37,4.4,0.85,2.8,97.5,1,0.26,0.67,114,51.2,188799385.22,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),GCP Native,SentinelOne,North America,Low (Public Data),2070,7121807890.88,889,251,8,18,38.2,92.5,51.0,74.7,1,0.93,15.0,0.46,43.9,18.4,0,0.84,0.44,195,78.1,300852931.23,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),184,468423745.87,511,149,4,16,66.1,68.2,94.2,71.8,0,0.59,25.4,0.96,8.8,30.3,2,0.29,0.71,78,84.2,18685911.27,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Small (50-250),Azure Hybrid,CrowdStrike Falcon,North America,Low (Public Data),1985,3721463891.97,277,37,4,18,43.3,79.7,81.8,98.9,0,0.48,32.2,0.96,6.6,58.9,1,0.78,0.68,136,50.2,147182519.24,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),GCP Native,SentinelOne,APAC,Critical (Cardholder / UPI Core),2049,4387691905.25,406,86,2,14,12.2,56.0,90.4,84.3,0,0.77,23.8,0.57,29.6,90.9,2,0.7,0.86,203,71.2,77623643.47,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),8043,25310646617.84,289,25,2,17,14.4,94.8,80.4,74.2,0,0.28,20.0,0.42,23.8,11.9,0,0.4,0.59,126,72.4,779045708.18,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),483,1064204442.07,886,268,2,19,12.7,61.8,51.7,95.9,0,0.88,17.8,0.83,43.8,37.1,0,0.4,0.42,40,79.9,26928834.85,0,0,1,0,0.0,0.0,7523154.15,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),2095,6174012594.33,1367,415,6,14,7.6,71.8,74.2,87.9,0,0.81,18.3,0.51,19.0,35.6,2,0.6,0.56,14,86.9,126793542.65,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Azure Hybrid,Microsoft Defender for Endpoint,APAC,Low (Public Data),8086,24700305216.96,1090,152,2,15,43.3,76.4,79.2,87.8,0,0.48,18.1,0.83,17.2,40.8,0,0.43,0.51,196,92.5,829464378.27,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,SentinelOne,APAC,Moderate (Internal Confidential),8046,20134034377.87,625,61,6,15,55.5,55.0,59.1,79.2,0,0.34,33.1,0.59,12.3,51.0,1,0.23,0.39,105,57.7,698688224.48,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),Multi-Cloud Enterprise,CrowdStrike Falcon,APAC,High (PII + Financial KYC),567,1738663977.87,713,50,4,7,53.1,58.7,79.1,79.7,0,0.84,28.9,0.62,15.3,30.8,4,0.82,0.34,136,69.4,43384291.25,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),AWS Multi-Account,CrowdStrike Falcon,APAC,Low (Public Data),8035,17145131281.16,973,216,1,9,21.2,69.6,75.6,88.9,0,0.92,13.4,0.75,17.4,27.8,0,0.42,0.48,194,79.3,559170025.1,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),7997,20250957389.58,430,33,2,8,11.0,56.0,46.2,60.4,0,0.24,4.9,0.5,8.8,14.2,0,0.34,0.54,74,74.0,797399391.05,0,0,0,1,0.0,0.0,0.0,122481929.26
Critical Infrastructure,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),2011,5777837337.7,864,219,5,18,17.4,47.7,92.7,77.3,1,0.94,24.9,0.96,13.3,12.9,1,0.21,0.9,216,82.6,209743369.88,0,1,0,1,0.0,48013277.93,0.0,26520205.07
Banking & Financial Services,Small (50-250),GCP Native,Legacy Antivirus,APAC,Moderate (Internal Confidential),2091,3839381902.03,144,36,2,5,1.4,89.4,73.8,98.8,0,0.49,26.3,0.43,16.3,47.6,0,0.53,0.49,204,77.8,91465696.23,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,APAC,Moderate (Internal Confidential),8064,16508975089.94,231,54,8,18,13.3,59.2,76.6,85.8,1,0.8,27.7,0.95,10.5,10.4,0,0.45,0.82,225,66.0,742164183.93,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Small (50-250),Multi-Cloud Enterprise,CrowdStrike Falcon,APAC,High (PII + Financial KYC),177,496320957.6,1412,441,5,7,9.0,64.5,53.2,75.0,0,0.54,10.5,0.57,26.2,38.6,0,0.81,0.78,103,95.0,20448762.26,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),Multi-Cloud Enterprise,SentinelOne,APAC,Moderate (Internal Confidential),508,1427845881.75,964,157,6,7,7.1,72.3,88.4,66.7,0,0.59,23.4,0.79,19.7,58.5,1,0.17,0.59,21,90.3,54210749.62,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),Multi-Cloud Enterprise,SentinelOne,North America,High (PII + Financial KYC),8011,19920195001.47,939,301,3,12,50.8,89.7,73.7,74.2,0,0.6,23.5,0.98,6.9,53.1,0,0.82,0.64,86,85.7,886755345.31,0,0,1,1,0.0,0.0,162527786.56,74863351.02
Banking & Financial Services,Large Enterprise (5000+),AWS Multi-Account,Legacy Antivirus,North America,Critical (Cardholder / UPI Core),8004,24741730391.37,1309,79,5,20,6.4,48.3,49.8,79.0,0,0.92,6.6,0.54,8.2,207.7,0,0.77,0.61,85,69.0,994197414.65,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),GCP Native,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),205,505142509.82,154,12,4,12,16.6,76.9,82.8,84.9,1,0.67,27.8,0.68,25.1,13.8,3,0.45,0.65,237,52.5,19231458.45,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Enterprise (1000-5000),Multi-Cloud Enterprise,Legacy Antivirus,APAC,Low (Public Data),589,1921697628.66,804,139,3,13,28.2,60.7,71.4,98.8,0,0.42,21.9,0.41,18.5,31.3,2,0.45,0.63,145,97.8,77756328.37,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),AWS Multi-Account,CrowdStrike Falcon,India (BFSI Regulated),Moderate (Internal Confidential),8042,23899270782.14,809,184,5,11,24.3,91.3,63.1,79.6,0,0.67,18.9,0.52,14.4,32.6,2,0.43,0.59,152,83.2,431312421.94,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,APAC,High (PII + Financial KYC),7988,17009565136.13,334,19,3,11,8.7,79.0,94.8,74.4,0,0.27,4.3,0.48,14.7,104.8,1,0.37,0.82,25,64.1,550546835.45,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),AWS Multi-Account,CrowdStrike Falcon,APAC,High (PII + Financial KYC),2050,4695541434.79,319,70,2,14,22.2,48.6,89.3,70.0,0,0.45,17.7,0.84,52.2,48.2,0,0.65,0.72,147,72.3,113844457.39,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),AWS Multi-Account,SentinelOne,European Union (GDPR),High (PII + Financial KYC),7993,22663139358.72,1341,190,1,5,21.6,57.5,47.3,90.3,0,0.33,30.2,0.8,12.6,27.3,3,0.65,0.55,186,62.2,669055003.6,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,CrowdStrike Falcon,North America,Moderate (Internal Confidential),149,490046880.41,298,94,5,14,16.6,42.1,82.7,78.3,1,0.65,14.9,0.68,54.2,57.8,0,0.33,0.67,41,86.3,20169648.85,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),8063,14976357023.58,393,82,4,16,41.3,85.5,54.3,88.6,1,0.6,34.3,0.4,6.1,31.5,1,0.44,0.48,137,81.6,368172905.81,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,Moderate (Internal Confidential),489,1236840940.89,745,168,5,13,28.0,64.4,45.9,71.2,0,0.74,28.2,0.52,19.2,19.3,1,0.27,0.3,141,75.5,22031976.03,0,1,0,0,0.0,5931540.57,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,North America,Low (Public Data),490,851408732.9,81,27,4,19,55.1,42.9,56.8,74.7,1,0.45,29.4,0.79,51.9,20.5,3,0.73,0.86,180,68.4,14278500.73,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Large Enterprise (5000+),Multi-Cloud Enterprise,Legacy Antivirus,India (BFSI Regulated),Moderate (Internal Confidential),168,345896932.19,898,250,2,9,37.1,40.8,47.6,97.8,1,0.94,21.8,0.41,10.1,30.6,0,0.33,0.79,154,65.0,8446259.86,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),Azure Hybrid,CrowdStrike Falcon,North America,High (PII + Financial KYC),7998,22969957823.25,1097,199,3,12,13.0,96.4,79.5,69.2,0,0.44,12.0,0.74,9.6,49.5,0,0.61,0.32,19,89.8,518675519.95,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,North America,Critical (Cardholder / UPI Core),7998,13240443225.43,357,68,2,6,41.5,90.3,85.9,72.6,0,0.24,15.9,0.49,7.6,9.9,0,0.78,0.36,118,69.2,204580758.4,0,0,0,1,0.0,0.0,0.0,59059014.09
Banking & Financial Services,Large Enterprise (5000+),AWS Multi-Account,SentinelOne,APAC,Critical (Cardholder / UPI Core),8096,22868910157.94,1418,346,0,11,53.0,59.7,54.6,80.1,1,0.4,22.8,0.74,10.7,56.6,1,0.38,0.82,173,73.4,577694055.85,0,1,0,0,0.0,164985644.4,0.0,0.0
Healthcare,Enterprise (1000-5000),Multi-Cloud Enterprise,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),8022,26485613624.45,896,98,4,13,7.5,70.5,56.3,80.8,0,0.67,31.3,0.86,31.9,22.0,0,0.64,0.77,89,58.5,860404826.31,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),Multi-Cloud Enterprise,SentinelOne,APAC,Moderate (Internal Confidential),8040,27647474279.58,493,37,5,9,34.8,74.0,52.2,62.6,0,0.77,26.3,0.91,10.5,9.6,0,0.6,0.48,237,92.4,788580455.5,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),AWS Multi-Account,SentinelOne,APAC,Critical (Cardholder / UPI Core),549,1061362156.73,131,18,3,11,15.8,70.4,75.4,98.4,0,0.38,14.5,0.65,61.6,80.9,0,0.48,0.39,226,62.1,16863866.7,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),GCP Native,Legacy Antivirus,European Union (GDPR),Critical (Cardholder / UPI Core),2051,6148479418.01,1009,286,0,16,82.5,58.2,71.4,72.0,1,0.79,11.3,0.75,31.9,17.3,0,0.71,0.4,99,58.3,121452180.59,0,0,0,1,0.0,0.0,0.0,23842432.14
E-Commerce & Retail,Large Enterprise (5000+),GCP Native,Legacy Antivirus,European Union (GDPR),Low (Public Data),544,1823891048.19,1312,166,2,16,27.6,63.0,45.3,62.1,0,0.45,23.3,0.71,34.4,109.5,0,0.66,0.82,244,80.6,48242876.47,0,1,0,0,0.0,5614180.75,0.0,0.0
Healthcare,Enterprise (1000-5000),Azure Hybrid,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),2002,3368842720.64,343,30,6,4,65.7,50.7,65.0,70.1,0,0.32,5.6,0.71,22.8,70.4,2,0.65,0.91,227,56.6,132885494.26,0,1,0,0,0.0,20199928.55,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,European Union (GDPR),Critical (Cardholder / UPI Core),583,1357251527.5,638,73,2,14,73.6,42.0,49.8,75.8,1,0.31,15.0,0.62,8.0,68.8,1,0.6,0.69,17,97.9,42070695.25,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),AWS Multi-Account,CrowdStrike Falcon,APAC,Moderate (Internal Confidential),230,767928492.76,814,206,6,7,50.4,49.1,76.3,69.1,0,0.81,11.0,0.86,20.0,35.6,0,0.3,0.49,138,77.4,24563425.33,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),8039,15318917396.94,902,211,3,6,19.4,40.8,70.6,66.1,1,0.38,30.8,0.6,41.3,55.1,1,0.79,0.94,213,52.2,448136125.81,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Large Enterprise (5000+),GCP Native,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),1989,6698000000.11,767,196,3,22,19.0,65.6,69.8,80.0,1,0.37,24.0,0.74,32.2,11.3,3,0.4,0.5,221,56.8,277397940.69,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),542,1384476205.06,1128,165,3,6,27.9,79.0,84.7,91.5,1,0.86,6.9,0.66,9.3,27.9,0,0.73,0.75,145,95.7,52929291.95,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),AWS Multi-Account,Legacy Antivirus,North America,Moderate (Internal Confidential),1981,3367276393.01,391,125,3,10,44.5,50.7,69.8,87.8,0,0.47,19.4,0.6,12.9,48.8,1,0.6,0.9,81,76.9,126219503.42,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),Azure Hybrid,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),8015,19234033387.59,1118,207,4,12,41.2,71.5,71.3,76.8,1,0.94,28.3,0.61,4.9,87.6,0,0.37,0.77,245,67.4,849881054.13,0,0,0,1,0.0,0.0,0.0,104975881.31
Healthcare,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),247,531673030.56,615,125,7,13,71.2,59.2,79.2,64.9,0,0.4,6.5,0.65,11.6,14.3,1,0.78,0.9,34,84.1,8303147.47,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Large Enterprise (5000+),Azure Hybrid,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),8036,16589585268.39,527,176,3,9,23.9,47.1,61.3,97.7,0,0.7,21.3,0.64,11.5,26.3,0,0.22,0.46,75,68.2,533520284.37,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),545,1407708377.44,247,84,3,12,26.8,47.5,95.6,73.3,1,0.35,27.3,0.81,17.7,42.0,1,0.57,0.52,9,57.0,29426279.23,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),On-Premises Legacy,None,North America,Low (Public Data),558,1376689442.88,614,152,6,14,19.3,76.5,60.2,64.1,0,0.34,9.7,0.73,17.7,49.8,2,0.61,0.74,239,86.5,61674826.42,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Multi-Cloud Enterprise,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),1999,4925404704.16,1437,479,6,10,18.0,46.9,94.3,73.3,0,0.81,32.7,0.7,10.3,42.4,0,0.65,0.62,23,67.9,113923604.77,0,0,1,0,0.0,0.0,47718304.98,0.0
Healthcare,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),171,286644472.04,34,7,4,12,26.8,72.6,88.9,87.5,0,0.89,20.7,0.5,12.3,7.6,0,0.56,0.42,81,98.1,5312414.03,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,North America,Low (Public Data),150,465695454.31,1024,145,1,13,34.7,51.2,93.9,69.9,1,0.87,23.2,0.67,7.8,25.5,0,0.28,0.79,246,63.1,7471042.96,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),AWS Multi-Account,CrowdStrike Falcon,APAC,Moderate (Internal Confidential),573,1411229455.4,832,120,5,10,40.4,91.1,54.9,67.2,0,0.83,14.3,0.68,4.9,33.5,1,0.58,0.52,52,53.8,48648399.78,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),2099,6594662668.89,200,43,6,13,65.5,42.9,57.5,70.4,1,0.64,27.8,0.81,5.6,30.7,2,0.65,0.88,160,78.5,103604667.07,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),On-Premises Legacy,SentinelOne,APAC,Critical (Cardholder / UPI Core),8067,25404509946.78,357,82,2,7,73.8,62.8,90.8,81.8,0,0.28,22.2,0.65,3.2,19.5,0,0.75,0.78,239,54.9,408909103.93,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),Azure Hybrid,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),8045,17170207376.81,1306,237,9,11,66.3,84.9,96.7,94.5,0,0.45,32.4,0.7,68.6,30.0,2,0.67,0.52,18,89.0,397671656.14,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),AWS Multi-Account,CrowdStrike Falcon,APAC,Low (Public Data),517,779994078.14,945,297,4,18,90.5,84.2,85.7,65.2,0,0.41,18.5,0.63,9.1,84.2,1,0.2,0.62,125,68.2,28568624.38,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Multi-Cloud Enterprise,CrowdStrike Falcon,North America,Critical (Cardholder / UPI Core),565,1877207615.53,97,17,4,11,27.8,48.5,79.5,65.7,0,0.39,22.4,0.97,34.6,258.4,0,0.56,0.91,242,97.7,64445331.65,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,SentinelOne,North America,Low (Public Data),8072,24388655125.18,248,32,0,14,14.3,51.6,88.7,76.9,0,0.93,21.4,0.9,19.0,14.1,0,0.63,0.68,203,94.1,610232502.74,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),AWS Multi-Account,SentinelOne,North America,High (PII + Financial KYC),8057,13813758032.25,1073,56,1,16,46.6,72.2,47.2,65.0,0,0.31,21.5,0.43,6.5,38.2,0,0.83,0.79,163,75.2,315048515.8,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),Low (Public Data),8048,23366998339.31,393,134,4,12,26.8,80.4,91.1,98.7,0,0.55,25.9,0.9,2.9,43.0,0,0.24,0.92,15,67.4,968290397.42,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),2003,3084713214.29,174,51,3,8,49.0,84.4,60.2,94.7,1,0.89,6.4,0.61,11.4,63.8,0,0.35,0.8,214,98.5,86129976.76,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Multi-Cloud Enterprise,Legacy Antivirus,North America,Low (Public Data),155,241105311.46,836,196,1,16,13.6,76.6,48.1,62.6,1,0.25,22.3,0.59,30.1,50.0,1,0.71,0.33,35,67.5,4800964.73,0,0,1,0,0.0,0.0,6118867.02,0.0
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,SentinelOne,North America,Low (Public Data),481,1227341956.49,1228,367,2,15,14.4,86.2,81.8,95.8,0,0.76,16.4,0.46,13.7,46.3,1,0.57,0.47,194,55.7,30303459.73,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),Multi-Cloud Enterprise,SentinelOne,European Union (GDPR),Critical (Cardholder / UPI Core),525,888339300.7,467,136,0,14,57.2,66.0,85.7,71.2,1,0.66,17.4,0.93,10.2,42.4,1,0.37,0.48,89,86.1,22481653.0,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,SentinelOne,India (BFSI Regulated),Moderate (Internal Confidential),2088,7159069317.9,888,292,3,12,71.4,73.1,78.9,72.8,0,0.47,16.9,0.91,26.3,51.3,1,0.63,0.64,133,90.6,219883878.55,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),Moderate (Internal Confidential),8013,26344039238.3,466,77,4,6,20.7,65.6,63.9,73.4,1,0.9,6.5,0.94,58.2,18.7,1,0.35,0.53,93,65.9,895157380.84,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,India (BFSI Regulated),Low (Public Data),2041,5714032711.55,451,97,3,7,43.8,84.9,51.3,62.8,0,0.45,3.5,0.85,12.4,47.9,0,0.28,0.7,141,63.6,172241687.53,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),On-Premises Legacy,Legacy Antivirus,APAC,High (PII + Financial KYC),8066,13126753117.56,786,62,4,21,16.8,50.3,86.5,90.8,0,0.34,6.4,0.46,30.0,50.2,0,0.22,0.9,58,71.0,255205189.91,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),On-Premises Legacy,Legacy Antivirus,North America,Critical (Cardholder / UPI Core),520,1117828668.12,1212,411,7,11,63.9,54.9,47.6,67.2,1,0.74,16.9,0.42,16.9,19.3,1,0.56,0.78,47,59.7,40330789.62,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,CrowdStrike Falcon,European Union (GDPR),Low (Public Data),228,511505687.05,1124,388,0,11,39.0,89.4,86.0,68.2,0,0.45,15.1,0.93,9.1,41.4,1,0.34,0.3,150,93.8,8732299.16,0,0,0,1,0.0,0.0,0.0,2220222.08
Banking & Financial Services,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),1994,4908748785.28,817,234,2,7,39.3,82.1,96.7,90.4,1,0.42,7.5,0.72,23.2,10.2,0,0.61,0.92,82,91.8,155851207.68,0,0,0,0,0.0,0.0,0.0,0.0
